"Area" "Mean" "StdDev" "Mode" "Min" "Max" "X" "Y" "XM" "YM" "Perim" "BX" "BY" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "RawIntDen" "FeretX" "FeretY" "FeretAngle" "MinFeret" "AR" "Round" "Solidity" "Type"
"38_M_640" 11 18257.45 5738.34 11136 11136 28784 2985.41 3305.14 2985.43 3305.19 11.07 2984 3303 3 4 4.38 3.19 105.07 1 5 200832 19120 200832 2984 3303 126.87 3 1.37 0.73 0.96 "Négatif"
"38_M_641" 18 17994.67 6756.14 11152 11152 32720 3078.44 3304.89 3078.5 3304.91 15.9 3075 3303 6 4 5.67 4.04 4.9 0.89 6.32 323904 14816 323904 3075 3304 161.57 4 1.4 0.71 0.88 "Négatif"
"38_M_642" 5 11782.4 494.79 11392 11392 12608 3477.7 3304.1 3477.72 3304.08 7.66 3476 3303 3 2 3.14 2.02 18.43 1 3.61 58912 11600 58912 3476 3305 33.69 2 1.55 0.64 0.91 "Négatif"
"38_M_643" 39 23019.08 16094.2 11728 11072 65504 2761.55 3325.88 2761.93 3325.85 23.56 2758 3322 7 7 7.33 6.77 17.35 0.88 8.06 897744 14800 897744 2758 3324 150.26 7 1.08 0.92 0.9 "Négatif"
"38_M_644" 18 19106.67 7921.62 11072 11072 35120 3355.72 3329.44 3355.84 3329.32 16.73 3353 3327 5 5 5.01 4.57 68.58 0.81 5.83 343920 17504 343920 3354 3327 120.96 5 1.1 0.91 0.82 "Négatif"
"38_M_645" 30 24830.93 18040.39 65504 11328 65504 3050.03 3339 3050.48 3339.1 22.97 3047 3335 6 8 6.93 5.51 99.21 0.71 8.25 744928 15328 744928 3049 3335 104.04 6 1.26 0.79 0.79 "Négatif"
"38_M_646" 5 12160 858.87 11280 11280 13456 3216.3 3343.9 3216.28 3343.89 7.07 3215 3343 3 2 3.14 2.02 18.43 1 3.61 60800 12096 60800 3215 3345 33.69 2 1.55 0.64 0.91 "Négatif"
"38_M_647" 26 20089.23 12496.58 10992 10992 50528 2746.31 3352.77 2746.69 3352.93 24.63 2742 3349 8 7 6.22 5.32 9.63 0.54 8.25 522320 14336 522320 2742 3352 165.96 6.79 1.17 0.86 0.65 "Négatif"
"38_M_648" 23 23622.96 14179.06 11184 11184 59216 3014.41 3371.76 3014.42 3371.83 22.97 3011 3367 6 8 6.48 4.52 73.64 0.55 8.25 543328 17024 543328 3013 3375 75.96 5.37 1.43 0.7 0.7 "Négatif"
"38_M_649" 229 28181.87 12998.93 11456 11024 58352 3067.38 3376.85 3068.01 3376.82 73.64 3055 3368 25 18 24.64 11.83 30.83 0.53 26.93 6453648 27376 6453648 3055 3383 21.8 14.42 2.08 0.48 0.82 "Négatif"
"E_1" 6 17346.67 5144.64 12080 12080 23936 2944.5 125.67 2944.46 125.64 11.07 2942 125 5 2 4.63 1.65 0 0.62 5.1 104080 17040 104080 2942 125 168.69 2 2.81 0.36 0.75 "Négatif"
"E_2" 134 33865.55 21827.76 65504 11408 65504 2474.14 258.51 2474.79 259.05 53.25 2467 251 14 15 14.17 12.04 142.17 0.59 15.81 4537984 24128 4537984 2470 251 108.43 13.74 1.18 0.85 0.82 "Négatif"
"E_3" 8 12312 853.05 11424 11424 13984 2945.75 302.62 2945.73 302.63 12.73 2944 301 4 4 3.98 2.56 42.25 0.62 5 98496 12048 98496 2944 305 36.87 3.33 1.56 0.64 0.67 "Négatif"
"E_4" 5 12028.8 604.35 11376 11376 12976 3675.1 314.1 3675.08 314.14 9.66 3674 312 2 4 4.08 1.56 69.01 0.67 4.47 60144 12032 60144 3674 316 63.43 2 2.61 0.38 0.77 "Négatif"
"E_5" 9 12343.11 969.03 11584 11344 13872 3669.83 317.39 3669.77 317.43 14.73 3667 315 6 4 6.35 1.8 32.27 0.52 7.21 111088 11968 111088 3667 319 33.69 2.68 3.52 0.28 0.69 "Négatif"
"E_6" 6 12506.67 718.8 11632 11632 13424 2487 358.5 2487.01 358.48 9.9 2485 357 4 3 3.58 2.14 165.13 0.77 4.12 75040 12336 75040 2485 358 165.96 2.68 1.67 0.6 0.67 "Négatif"
"E_7" 26 18747.69 6265.54 11344 11344 35264 3318.73 512.08 3318.85 512.12 20.38 3315 509 7 6 6.25 5.3 10.38 0.79 7.28 487440 17200 487440 3315 513 15.95 6 1.18 0.85 0.8 "Négatif"
"E_8" 5 12707.2 373.76 12144 12144 13104 2207.3 513.1 2207.32 513.1 7.07 2206 512 3 2 3.14 2.02 161.57 1 3.61 63536 12832 63536 2206 512 146.31 2 1.55 0.64 0.91 "Négatif"
"E_9" 25 19026.56 7143.45 11440 11440 37024 3718.18 534.9 3718.18 534.9 19.56 3715 531 6 7 6.2 5.13 112.34 0.82 7.28 475664 16640 475664 3717 531 105.95 5.66 1.21 0.83 0.81 "Négatif"
"E_10" 13 14179.69 2145.79 12080 12080 18160 2953.73 540.27 2953.69 540.33 13.31 2952 538 4 5 4.85 3.41 70.21 0.92 5.39 184336 13088 184336 2953 543 68.2 4 1.42 0.7 0.81 "Négatif"
"E_11" 6 13522.67 1914.22 12064 12064 17296 3851.5 578.67 3851.49 578.62 10.49 3850 577 3 4 3.72 2.05 101.24 0.69 4.47 81136 12992 81136 3850 577 116.57 2.85 1.81 0.55 0.67 "Négatif"
"E_12" 9 12474.67 585.53 11456 11456 13216 2413.94 600.39 2413.93 600.37 13.9 2412 598 3 5 4.65 2.46 87.49 0.59 5.39 112272 12512 112272 2413 598 111.8 3 1.89 0.53 0.72 "Négatif"
"E_13" 231 36305.39 17348.55 65504 11296 65504 4161.66 623.91 4162.91 623.58 60.91 4153 614 19 19 18.71 15.72 131.85 0.78 20.62 8386544 35904 8386544 4158 614 112.83 16.26 1.19 0.84 0.9 "Négatif"
"E_14" 8 12574 1059.4 11296 11296 13744 2676.75 628.25 2676.74 628.28 9.9 2675 627 4 3 3.8 2.68 172.98 1 4.47 100592 13296 100592 2675 627 153.43 3 1.42 0.71 0.8 "Négatif"
"E_15" 137 35845.37 21239.37 65504 11312 65504 4225.83 722.32 4226.18 722.65 47.6 4218 715 15 14 14.06 12.4 142.09 0.76 15.65 4910816 27632 4910816 4218 720 153.43 13.42 1.13 0.88 0.86 "Négatif"
"E_16" 27 19868.44 8049.92 11456 11456 39760 1929.43 775.57 1929.43 775.63 20.73 1925 773 8 5 6.73 5.11 6.38 0.79 8.06 536448 17280 536448 1925 775 172.87 5 1.32 0.76 0.82 "Négatif"
"E_17" 6 12896 1161.16 11632 11632 14944 3119.67 779.33 3119.68 779.32 8.49 3118 778 3 3 3.14 2.43 45 1 3.61 77376 13024 77376 3118 780 33.69 2.83 1.29 0.77 0.8 "Négatif"
"E_18" 17 16031.06 4128.44 11536 11536 25424 3761.09 787.32 3761.15 787.37 15.31 3759 785 5 5 5.32 4.07 134.25 0.91 6.4 272528 14608 272528 3759 785 141.34 4.92 1.31 0.76 0.83 "Négatif"
"E_19" 14 20278.86 5738.48 12720 12720 30688 4089.5 790.79 4089.56 790.74 13.31 4087 789 5 4 4.97 3.58 0 0.99 5.39 283904 20864 283904 4087 790 158.2 4 1.39 0.72 0.82 "Négatif"
"E_20" 8 12596 783.69 12000 11744 13600 2439.12 798.88 2439.12 798.89 10.49 2438 797 3 4 3.74 2.72 91.79 0.91 4.47 100768 12384 100768 2438 801 63.43 3 1.37 0.73 0.8 "Négatif"
"E_21" 13 13643.08 2239.03 11456 11456 18208 2190.5 802.88 2190.47 802.82 15.31 2189 800 3 6 5.31 3.12 93.34 0.7 6.32 177360 12736 177360 2190 800 108.43 3 1.7 0.59 0.81 "Négatif"
"E_22" 36 16444.89 4115.4 12224 11456 27232 3906.75 803.17 3906.74 803.18 21.56 3903 800 7 7 6.97 6.58 14.58 0.97 7.81 592016 15584 592016 3904 806 39.81 7 1.06 0.94 0.88 "Négatif"
"E_23" 25 21986.56 12415.86 12592 11296 53680 4175.26 824.06 4175.38 824.11 20.38 4172 820 6 7 6.37 5 114.83 0.76 7.62 549664 15216 549664 4174 820 113.2 5.66 1.27 0.79 0.78 "Négatif"
"E_24" 24 18369.33 6086.67 11360 11360 34304 3192.79 864.79 3192.86 864.91 17.31 3190 862 5 6 6.13 4.98 87.03 1 6.71 440864 17056 440864 3191 862 116.57 5 1.23 0.81 0.91 "Négatif"
"E_25" 9 13477.33 2441.05 11408 11408 17984 3410.5 885.83 3410.49 885.83 10.49 3409 884 3 4 4.2 2.73 54.22 1 5 121296 12192 121296 3409 888 53.13 3 1.54 0.65 0.86 "Négatif"
"E_26" 7 13659.43 1676.31 11616 11616 17024 3793.5 910.21 3793.49 910.21 9.07 3792 909 3 3 3.09 2.89 0 1 3.61 95616 13376 95616 3792 909 123.69 3 1.07 0.94 0.88 "Négatif"
"E_27" 20 17691.2 6769.16 11648 11648 35792 3636.4 917.45 3636.4 917.42 15.31 3634 915 5 5 5.25 4.85 63.43 1 5.83 353824 14560 353824 3635 915 120.96 5 1.08 0.92 0.89 "Négatif"
"E_28" 57 24861.75 12934.25 19872 11376 58768 3230.83 949.45 3231.05 949.44 31.46 3227 944 7 12 10.86 6.69 85.17 0.72 12.37 1417120 19872 1417120 3229 956 75.96 7 1.62 0.62 0.83 "Négatif"
"E_29" 5 13328 1409.14 11936 11936 15360 1747.9 948.3 1747.89 948.27 7.66 1747 947 2 3 3.14 2.02 71.57 1 3.61 66640 13520 66640 1747 950 56.31 2 1.55 0.64 0.91 "Négatif"
"E_30" 7 15474.29 3048.91 11984 11984 21248 4338.21 952.36 4338.2 952.37 9.07 4337 951 3 3 3.51 2.54 59.53 1 4.24 108320 14432 108320 4337 954 45 3 1.38 0.72 0.88 "Négatif"
"E_31" 12 21444 7179.32 11456 11456 33584 4390.33 958.5 4390.32 958.45 13.31 4388 956 4 5 4.26 3.59 90 0.85 5.1 257328 22720 257328 4390 956 101.31 4 1.19 0.84 0.8 "Négatif"
"E_32" 64 15839 4105.96 11920 11520 28208 2735.12 975.31 2735.12 975.19 41.11 2731 968 8 14 12.74 6.4 103.22 0.48 14.32 1013696 14704 1013696 2735 968 102.09 7.59 1.99 0.5 0.75 "Négatif"
"E_33" 32 14306.5 3771.2 13488 11312 32944 2156.97 976.06 2157.03 975.95 28.63 2152 971 9 10 12.92 3.15 52.9 0.49 13.45 457808 13648 457808 2152 981 48.01 4.53 4.1 0.24 0.7 "Négatif"
"E_34" 140 23260.23 11205.12 11600 11296 54768 2412.67 1007.85 2412.92 1008.1 63.84 2407 998 13 19 18.39 9.69 85.08 0.43 19.92 3256432 19664 3256432 2409 1017 72.47 12.64 1.9 0.53 0.74 "Négatif"
"E_35" 12 12258.67 681.35 11408 11408 13632 3408.92 1011.67 3408.92 1011.63 23.8 3407 1009 4 6 4.85 3.15 93.55 0.27 6.71 147104 12128 147104 3407 1009 116.57 4 1.54 0.65 0.57 "Négatif"
"E_36" 10 14505.6 2910.49 11296 11296 18752 1645.8 1019.4 1645.82 1019.36 11.9 1644 1017 4 4 3.73 3.42 59.87 0.89 4.47 145056 14368 145056 1645 1017 116.57 4 1.09 0.92 0.8 "Négatif"
"E_37" 10 13633.6 1735.53 11600 11600 17952 2503.7 1022.6 2503.72 1022.58 11.07 2502 1021 4 3 4.05 3.14 153.43 1 5 136336 13168 136336 2502 1021 143.13 3 1.29 0.78 0.91 "Négatif"
"E_38" 11 13188.36 1510.24 11456 11456 15360 4028.05 1027.14 4028.08 1027.11 11.9 4026 1025 4 4 5.09 2.75 48.8 0.98 5.66 145072 13136 145072 4026 1029 45 3.54 1.85 0.54 0.85 "Négatif"
"E_39" 11 14209.45 2369.09 11440 11440 18624 3994.77 1031.77 3994.76 1031.84 12.49 3993 1029 3 5 4.74 2.96 80.01 0.89 5.39 156304 13248 156304 3994 1034 68.2 3 1.6 0.62 0.88 "Négatif"
"E_40" 8 12534 1081.63 11472 11472 14528 2837.38 1054 2837.36 1054.02 11.9 2835 1052 4 4 4.45 2.29 36.14 0.71 5.66 100272 12080 100272 2835 1056 45 3.13 1.95 0.51 0.7 "Négatif"
"E_41" 6 12637.33 993.83 11680 11680 14320 3177.67 1057.5 3177.68 1057.47 8.49 3176 1056 3 3 3.72 2.05 126.87 1 4.24 75824 12512 75824 3176 1056 135 2.68 1.81 0.55 0.8 "Négatif"
"E_42" 7 15901.71 2978.3 13088 13088 20384 3400.21 1071.5 3400.18 1071.51 8.49 3399 1070 3 3 3.09 2.89 90 1 3.61 111312 15104 111312 3399 1070 123.69 3 1.07 0.94 0.88 "Négatif"
"E_43" 127 27629.98 18448.41 65504 11312 65504 2065.72 1095.89 2065.85 1096.34 46.77 2058 1089 15 14 13.57 11.92 54.09 0.73 15.13 3509008 19104 3509008 2058 1096 7.59 12.97 1.14 0.88 0.83 "Négatif"
"E_44" 10 13520 1888.62 11664 11664 17456 3207.7 1093.2 3207.71 1093.17 13.31 3206 1091 4 5 4.05 3.14 74.05 0.71 5.1 135200 12720 135200 3207 1091 101.31 3.88 1.29 0.78 0.69 "Négatif"
"E_45" 18 16200 4422.98 11376 11376 25904 2313.11 1113 2313.12 1113.05 16.14 2311 1110 5 6 5.36 4.28 78.88 0.87 6.32 291600 14304 291600 2312 1116 71.57 4.92 1.25 0.8 0.77 "Négatif"
"E_46" 6 13002.67 1411.73 11824 11824 15504 2777.67 1145.67 2777.63 1145.65 8.49 2776 1144 3 3 3.14 2.43 135 1 3.61 78016 12592 78016 2777 1144 123.69 2.83 1.29 0.77 0.8 "Négatif"
"E_47" 7 13680 1663.2 11552 11552 16080 2845.21 1149.36 2845.17 1149.37 9.07 2844 1148 3 3 3.51 2.54 59.53 1 4.24 95760 13616 95760 2844 1151 45 3 1.38 0.72 0.88 "Négatif"
"E_48" 5 12380.8 436.19 11760 11760 12800 3549.9 1153.3 3549.89 1153.3 7.66 3549 1152 2 3 3.14 2.02 71.57 1 3.61 61904 12480 61904 3549 1155 56.31 2 1.55 0.64 0.91 "Négatif"
"E_49" 9 12113.78 1118.01 11328 11328 14832 2540.39 1170.06 2540.41 1170.03 14.73 2538 1168 4 5 4.96 2.31 54.85 0.52 6.4 109024 11808 109024 2538 1173 51.34 3.48 2.14 0.47 0.64 "Négatif"
"E_50" 7 12793.14 1211.25 13520 11296 14784 2522.36 1176.64 2522.34 1176.67 10.49 2521 1175 3 4 3.74 2.38 104.87 0.8 4.47 89552 12544 89552 2521 1175 116.57 3 1.57 0.64 0.74 "Négatif"
"E_51" 14 12677.71 1030.78 11312 11312 14144 2751.57 1199.57 2751.59 1199.53 17.31 2750 1196 3 7 6.06 2.94 82.41 0.59 7.28 177488 12912 177488 2751 1203 74.05 3 2.06 0.48 0.78 "Négatif"
"E_52" 6 12829.33 1558.48 11360 11360 14848 2553 1202.17 2553.02 1202.17 9.07 2551 1201 4 2 3.72 2.05 0 0.92 4.12 76976 13296 76976 2551 1202 165.96 2 1.81 0.55 0.86 "Négatif"
"E_53" 9 13724.44 2161.31 11392 11392 16944 2504.39 1205.83 2504.41 1205.81 10.49 2503 1204 3 4 3.92 2.92 110.3 1 4.47 123520 13696 123520 2503 1204 116.57 3 1.34 0.75 0.86 "Négatif"
"E_54" 11 14218.18 2436.71 11360 11360 18448 3027.23 1212.68 3027.23 1212.71 11.9 3025 1211 5 3 4.76 2.94 2.46 0.98 5.39 156400 13680 156400 3025 1214 21.8 3 1.62 0.62 0.85 "Négatif"
"E_55" 19 14638.32 3000.89 13360 11360 20352 3646.29 1236.76 3646.26 1236.68 19.56 3644 1234 5 6 5.53 4.38 75.74 0.62 6.4 278128 13904 278128 3644 1235 128.66 5 1.26 0.79 0.75 "Négatif"
"E_56" 10 16393.6 4623.71 11376 11376 26480 1912.5 1251.7 1912.56 1251.69 11.07 1911 1250 3 4 3.97 3.21 90 1 4.47 163936 17152 163936 1911 1250 116.57 3 1.24 0.81 0.91 "Négatif"
"E_57" 6 13066.67 1025.93 11408 11408 14160 3167.67 1258.67 3167.66 1258.64 8.49 3166 1257 3 3 3.14 2.43 135 1 3.61 78400 13536 78400 3167 1257 123.69 2.83 1.29 0.77 0.8 "Négatif"
"E_58" 6 11717.33 597.61 11312 11312 12832 2770.33 1262.67 2770.35 1262.68 11.9 2768 1261 4 3 3.37 2.27 177.62 0.53 4.47 70304 11472 70304 2768 1262 153.43 3 1.49 0.67 0.63 "Négatif"
"E_59" 5 12252.8 599.78 11792 11792 13296 3297.1 1281.3 3297.1 1281.32 7.66 3296 1280 2 3 3.14 2.02 108.43 1 3.61 61264 12048 61264 3296 1280 123.69 2 1.55 0.64 0.91 "Négatif"
"E_60" 16 25231 13938.26 11408 11408 50656 4492.94 1290.25 4493.03 1290.24 13.9 4491 1288 4 5 5.01 4.06 117.99 1 5.83 403696 18656 403696 4491 1288 120.96 4 1.23 0.81 0.89 "Négatif"
"E_61" 61 17918.95 6424.37 11856 11536 37648 3554.8 1356.96 3554.83 1356.82 41.11 3550 1349 9 16 15.63 4.97 72.59 0.45 16.12 1093056 14768 1093056 3554 1365 82.87 6.96 3.14 0.32 0.63 "Négatif"
"E_62" 12 12812 1163.38 11360 11360 14400 3338.25 1359.17 3338.29 1359.12 15.31 3336 1357 4 5 4.38 3.49 90 0.64 5.39 153744 12784 153744 3337 1357 111.8 4 1.25 0.8 0.75 "Négatif"
"E_63" 10 12832 1744.61 11312 11312 16720 3561.7 1361.6 3561.68 1361.63 12.49 3560 1359 3 5 4.33 2.94 96.18 0.81 5.39 128320 12192 128320 3561 1359 111.8 3 1.48 0.68 0.8 "Négatif"
"E_64" 12 17637.33 4828.12 11680 11680 27424 4017.75 1418.83 4017.72 1418.77 11.9 4016 1417 4 4 4.16 3.67 109.81 1 5 211648 16688 211648 4016 1417 126.87 4 1.13 0.88 0.86 "Négatif"
"E_65" 9 11742.22 250.5 11488 11488 12304 3893.83 1487.39 3893.84 1487.39 16.97 3891 1486 6 3 4.91 2.34 2 0.39 6.32 105680 11712 105680 3891 1488 18.43 3 2.1 0.48 0.56 "Négatif"
"E_66" 197 32202.07 21801.9 65504 11296 65504 4218.63 1555.51 4218.87 1555.83 88.71 4208 1544 20 19 17.92 14 126.24 0.31 21.47 6343808 20800 6343808 4217 1544 117.76 17.74 1.28 0.78 0.74 "Négatif"
"E_67" 6 12312 877.1 11504 11504 13616 2554.33 1556.33 2554.32 1556.33 8.49 2553 1555 3 3 3.14 2.43 135 1 3.61 73872 12432 73872 2553 1555 123.69 2.83 1.29 0.77 0.8 "Négatif"
"E_68" 17 15016.47 1930.67 13920 11632 17824 4105.03 1579.03 4105 1579.01 15.31 4103 1576 4 6 6.26 3.46 110.23 0.91 6.71 255280 14320 255280 4104 1576 116.57 4 1.81 0.55 0.85 "Négatif"
"E_69" 11 14097.45 2301.87 11376 11376 18704 3992.5 1582.5 3992.49 1582.47 11.9 3990 1581 5 3 4.54 3.09 0 0.98 5.1 155072 13472 155072 3990 1582 168.69 3 1.47 0.68 0.85 "Négatif"
"E_70" 11 14859.64 3375.32 11760 11760 21344 4088.32 1587.05 4088.3 1587.04 11.9 4086 1585 4 4 4.51 3.11 48.97 0.98 5 163456 13056 163456 4086 1588 36.87 3.54 1.45 0.69 0.85 "Négatif"
"E_71" 26 20644.31 10861.49 11408 11408 46624 3016.31 1589.96 3016.44 1590.05 22.38 3013 1586 6 7 6.24 5.31 125.48 0.65 7.62 536752 16800 536752 3015 1586 113.2 6 1.18 0.85 0.75 "Négatif"
"E_72" 6 12784 968.44 11424 11424 14160 3439.17 1605 3439.15 1604.97 9.66 3438 1603 2 4 3.72 2.05 90 0.81 4.12 76704 12832 76704 3439 1603 104.04 2 1.81 0.55 0.86 "Négatif"
"E_73" 5 12192 1101.5 11360 11360 13952 3446.5 1604.5 3446.5 1604.51 8.49 3445 1603 3 3 3.73 1.71 121.72 0.87 4.24 60960 11632 60960 3445 1603 135 2.24 2.19 0.46 0.71 "Négatif"
"E_74" 11 13786.18 1758.23 15072 11408 16384 3030.32 1610.95 3030.32 1610.92 11.9 3028 1609 4 4 4.51 3.11 131.03 0.98 5 151648 14016 151648 3029 1609 126.87 3.54 1.45 0.69 0.85 "Négatif"
"E_75" 11 14706.91 2278.83 11504 11504 19216 4610.23 1639.5 4610.22 1639.53 11.9 4608 1638 5 3 4.9 2.86 164.74 0.98 5.39 161776 14160 161776 4608 1638 158.2 3 1.71 0.58 0.85 "Négatif"
"E_76" 7 12802.29 1322.06 11472 11472 14544 4444.21 1643.93 4444.22 1643.95 10.49 4443 1642 3 4 3.44 2.59 108.43 0.8 4.47 89616 12048 89616 4443 1642 116.57 3 1.33 0.75 0.74 "Négatif"
"E_77" 7 12790.86 1070 11328 11328 14336 2940.21 1665.36 2940.19 1665.36 9.07 2939 1664 3 3 3.51 2.54 59.53 1 4.24 89536 12672 89536 2939 1667 45 3 1.38 0.72 0.88 "Négatif"
"E_78" 7 12294.86 690.53 11312 11312 13232 3989.21 1679.5 3989.24 1679.5 8.49 3988 1678 3 3 3.09 2.89 90 1 3.61 86064 12432 86064 3988 1678 123.69 3 1.07 0.94 0.88 "Négatif"
"E_79" 10 13764.8 1976.32 11312 11312 16608 2673.9 1688.2 2673.86 1688.22 11.9 2672 1686 4 4 4.17 3.06 33.84 0.89 5 137648 13776 137648 2672 1690 36.87 4 1.36 0.73 0.77 "Négatif"
"E_80" 6 12098.67 384.59 11728 11728 12688 1635.33 1694.5 1635.33 1694.49 8.49 1634 1693 3 3 3.72 2.05 126.87 1 4.24 72592 12192 72592 1634 1693 135 2.68 1.81 0.55 0.8 "Négatif"
"E_81" 35 20071.31 10011.13 11296 11296 46368 2817.33 1725.41 2817.58 1725.58 26.04 2813 1722 9 7 7.53 5.92 162.5 0.65 9.22 702496 17440 702496 2813 1724 167.47 7 1.27 0.79 0.74 "Négatif"
"E_82" 5 12320 1156.27 11392 11392 14304 2783.5 1728.5 2783.46 1728.5 8.49 2782 1727 3 3 2.52 2.52 0 0.87 3.16 61600 11920 61600 2783 1727 108.43 2.83 1 1 0.71 "Négatif"
"E_83" 104 15368 4709.54 11296 11296 33984 2727.46 1744.72 2727.21 1744.28 81.64 2721 1736 16 20 15.7 8.43 112.87 0.2 20.4 1598272 13200 1598272 2723 1736 101.31 15.18 1.86 0.54 0.52 "Négatif"
"E_84" 13 16913.23 3941.49 18432 11664 24880 4596.65 1739.5 4596.63 1739.51 12.49 4595 1737 3 5 5.18 3.19 90 1 5.39 219872 16272 219872 4596 1737 111.8 3 1.62 0.62 0.93 "Négatif"
"E_85" 6 12000 597.3 11472 11472 13008 2222.67 1759.67 2222.65 1759.66 9.9 2221 1758 3 3 3.33 2.3 65.3 0.77 4.24 72000 12112 72000 2221 1761 45 3 1.45 0.69 0.75 "Négatif"
"E_86" 6 13600 1445.15 13632 11472 15632 3074 1759.5 3073.97 1759.45 7.66 3073 1758 2 3 3.39 2.26 90 1 3.61 81600 13632 81600 3073 1758 123.69 2 1.5 0.67 1 "Négatif"
"E_87" 24 15810.67 5059.12 11872 11696 27776 3932.12 1763.79 3932.12 1763.55 20.73 3930 1760 4 8 8.26 3.7 94.13 0.7 8.54 379456 13728 379456 3931 1760 110.56 4 2.23 0.45 0.83 "Négatif"
"E_88" 37 20365.84 8865.52 11296 11296 45232 2861.12 1769.74 2861.21 1769.77 26.38 2858 1765 6 9 8.57 5.5 101.09 0.67 9.43 753536 17216 753536 2858 1766 122.01 6 1.56 0.64 0.8 "Négatif"
"E_89" 15 14398.93 3316.16 11424 11424 21056 3649.97 1770.63 3649.96 1770.57 15.31 3648 1768 4 5 4.48 4.26 135 0.8 5.83 215984 12928 215984 3649 1768 120.96 4 1.05 0.95 0.81 "Négatif"
"E_90" 7 13798.86 2147.28 11408 11408 17056 1839.79 1785.5 1839.83 1785.5 9.07 1838 1784 3 3 3.09 2.89 90 1 3.61 96592 13280 96592 1839 1784 123.69 3 1.07 0.94 0.88 "Négatif"
"E_91" 8 12820 1243.15 11328 11328 14496 3333.88 1802.75 3333.87 1802.76 13.31 3332 1800 3 5 4.09 2.49 91.88 0.57 5.39 102560 13024 102560 3333 1800 111.8 3 1.64 0.61 0.67 "Négatif"
"E_92" 8 14122 1478.07 12272 12272 16096 4507.38 1801.62 4507.41 1801.63 9.07 4506 1800 3 3 3.54 2.88 135 1 4.24 112976 14480 112976 4506 1800 135 3 1.23 0.81 0.94 "Négatif"
"E_93" 7 12253.71 774.06 11360 11360 13296 3472.64 1814.64 3472.63 1814.62 10.49 3471 1813 3 4 3.74 2.38 75.13 0.8 4.47 85776 11936 85776 3472 1817 63.43 3 1.57 0.64 0.74 "Négatif"
"E_94" 6 12280 405.37 11840 11840 12800 3033.67 1823.67 3033.67 1823.67 8.49 3032 1822 3 3 3.14 2.43 135 1 3.61 73680 12240 73680 3033 1822 123.69 2.83 1.29 0.77 0.8 "Négatif"
"E_95" 6 13389.33 1664.29 11568 11568 15760 1879 1846.5 1878.98 1846.57 7.66 1878 1845 2 3 3.39 2.26 90 1 3.61 80336 14048 80336 1878 1845 123.69 2 1.5 0.67 1 "Négatif"
"E_96" 5 12313.6 674.53 11584 11584 13280 2824.3 1849.1 2824.29 1849.11 7.07 2823 1848 3 2 3.14 2.02 161.57 1 3.61 61568 12272 61568 2823 1848 146.31 2 1.55 0.64 0.91 "Négatif"
"E_97" 7 13558.86 1357.29 11664 11664 15600 2520.93 1854.21 2520.96 1854.24 9.66 2520 1852 2 4 4.15 2.15 98.35 0.94 4.47 94912 13728 94912 2520 1852 116.57 2 1.94 0.52 0.93 "Négatif"
"E_98" 12 14440 2961.82 11312 11312 19440 2266.42 1860.75 2266.45 1860.67 15.31 2265 1858 3 6 5.16 2.96 83.57 0.64 6.08 173280 13984 173280 2266 1858 99.46 3 1.74 0.57 0.77 "Négatif"
"E_99" 9 14490.67 1958.81 11552 11552 17104 3256.5 1936.83 3256.46 1936.82 10.49 3255 1935 3 4 4.2 2.73 54.22 1 5 130416 15056 130416 3255 1939 53.13 3 1.54 0.65 0.86 "Négatif"
"E_100" 10 12960 1279.27 12336 11632 15712 3728.6 1944.6 3728.58 1944.57 13.9 3727 1943 4 4 3.98 3.2 32.27 0.65 5 129600 12720 129600 3727 1947 36.87 4 1.25 0.8 0.77 "Négatif"
"E_101" 6 11933.33 462.55 11376 11376 12704 3886.5 1948.33 3886.49 1948.32 8.49 3885 1947 3 3 3.72 2.05 143.13 1 4.24 71600 12032 71600 3885 1947 135 2.68 1.81 0.55 0.8 "Négatif"
"E_102" 10 13984 1990.94 11312 11312 17296 3830.5 1991.7 3830.46 1991.65 11.07 3829 1990 3 4 3.97 3.21 90 1 4.47 139840 14256 139840 3829 1990 116.57 3 1.24 0.81 0.91 "Négatif"
"E_103" 22 17403.64 7152 11344 11344 31664 3304 2022.05 3304.17 2022.11 22.38 3301 2019 6 6 5.69 4.92 0 0.55 7.21 382880 14144 382880 3301 2020 146.31 5.69 1.16 0.86 0.72 "Négatif"
"E_104" 8 12614 1258.65 11344 11344 14848 3403.75 2023.75 3403.78 2023.77 10.49 3402 2022 4 3 3.8 2.68 7.02 0.91 4.47 100912 12576 100912 3402 2025 26.57 3 1.42 0.71 0.8 "Négatif"
"E_105" 14 13644.57 2003.72 11344 11344 17088 2030.07 2039.43 2030.09 2039.46 13.31 2028 2037 4 5 4.7 3.79 69.28 0.99 5.39 191024 13232 191024 2029 2042 68.2 4 1.24 0.81 0.82 "Négatif"
"E_106" 18 13590.22 1894.52 11472 11472 17440 3814.11 2065.44 3814.1 2065.37 20.38 3812 2063 5 6 5.2 4.41 93.27 0.54 6.4 244624 13232 244624 3812 2063 128.66 5 1.18 0.85 0.72 "Négatif"
